COMMENT,,Local:10:I,"D3003: PB1 Close OFFLINE Gates",,"Local:10:I.DATA.28"
COMMENT,,Local:10:I,"D3006: PB1 Open ONLINE Gates",,"Local:10:I.DATA.29"
COMMENT,,Local:10:I,"D3007: PB1 Close ONLINE Gates",,"Local:10:I.DATA.30"
COMMENT,,Local:10:I,"D3008: Injector Motor on",,"Local:10:I.DATA.31"
TAG,,Local:11:C,"","AB:1756_DI:C:0","","(ExternalAccess := Read/Write)"
TAG,,Local:11:I,"","AB:1756_DI:I:0","","(ExternalAccess := Read/Write)"
COMMENT,,Local:11:I,"D5104: PD1 Contactor Position",,"Local:11:I.DATA.0"
COMMENT,,Local:11:I,"D5107: PD1 Over Speed/Overcurrent fault",,"Local:11:I.DATA.1"
COMMENT,,Local:11:I,"D5109: PD1 Power Converter Proof of Torque",,"Local:11:I.DATA.2"
COMMENT,,Local:11:I,"D5111: PD1 Power Converter Fault",,"Local:11:I.DATA.3"
COMMENT,,Local:11:I,"D5222: PD1 BC System Ready",,"Local:11:I.DATA.4"
COMMENT,,Local:11:I,"D5224: PD1 Brake Chopper Fault",,"Local:11:I.DATA.5"
COMMENT,,Local:11:I,"D5228: PD1 Brake Resistor Over Temp",,"Local:11:I.DATA.6"
COMMENT,,Local:11:I,"D5404: PD2 Contactor Position",,"Local:11:I.DATA.7"
COMMENT,,Local:11:I,"D5407: PD2 Over Speed/Overcurrent fault",,"Local:11:I.DATA.8"
COMMENT,,Local:11:I,"D5409: PD2 Power Converter Proof of Torque",,"Local:11:I.DATA.9"
COMMENT,,Local:11:I,"D5411: PD2 Power Converter Fault",,"Local:11:I.DATA.10"
COMMENT,,Local:11:I,"D5522: PD2 BC System Ready",,"Local:11:I.DATA.11"
COMMENT,,Local:11:I,"D5524: PD2 Brake Chopper Fault",,"Local:11:I.DATA.12"
COMMENT,,Local:11:I,"D5528: PD2 Brake Resistor Over Temp",,"Local:11:I.DATA.13"
COMMENT,,Local:11:I,"D46xx: Up Elevator Reverse",,"Local:11:I.DATA.14"
COMMENT,,Local:11:I,"D46xx: Down Elevator Reverse",,"Local:11:I.DATA.15"
COMMENT,,Local:11:I,"D4513: Genset 1 Breaker Position",,"Local:11:I.DATA.16"
COMMENT,,Local:11:I,"D4515: Genset 2 Breaker Position",,"Local:11:I.DATA.17"
COMMENT,,Local:11:I,"D4613: Uphill Grip Detection",,"Local:11:I.DATA.18"
COMMENT,,Local:11:I,"Uphill Finger Number 2",,"Local:11:I.DATA.19"
COMMENT,,Local:11:I,"Uphill Finger Number 1",,"Local:11:I.DATA.20"
COMMENT,,Local:11:I,"D4631: Downhill Finger Detection",,"Local:11:I.DATA.21"
COMMENT,,Local:11:I,"Down Hill Cabin Detector",,"Local:11:I.DATA.22"
COMMENT,,Local:11:I,"Cabin Injector Detection",,"Local:11:I.DATA.23"
COMMENT,,Local:11:I,"D4316: Main Source",,"Local:11:I.DATA.24"
COMMENT,,Local:11:I,"D4317: Genset Source",,"Local:11:I.DATA.25"
COMMENT,,Local:11:I,"D4319: Main Closed",,"Local:11:I.DATA.26"
COMMENT,,Local:11:I,"D4320: Main Open",,"Local:11:I.DATA.27"
COMMENT,,Local:11:I,"D4322: Genset Closed",,"Local:11:I.DATA.28"
COMMENT,,Local:11:I,"D4323: Genset Open",,"Local:11:I.DATA.29"
COMMENT,,Local:11:I,"D4325: Normal Mode",,"Local:11:I.DATA.30"
COMMENT,,Local:11:I,"D4326: Status",,"Local:11:I.DATA.31"
TAG,,Local:12:C,"","AB:1756_DI:C:0","","(ExternalAccess := Read/Write)"
TAG,,Local:12:I,"","AB:1756_DI:I:0","","(ExternalAccess := Read/Write)"
COMMENT,,Local:12:I,"D5704: SD1 Contactor Position",,"Local:12:I.DATA.0"
COMMENT,,Local:12:I,"D5707: SD1 Over Speed/Overcurrent fault",,"Local:12:I.DATA.1"
COMMENT,,Local:12:I,"D5709: SD1 Power Converter Proof of Torque",,"Local:12:I.DATA.2"
COMMENT,,Local:12:I,"D5711: SD1 Power Converter Fault",,"Local:12:I.DATA.3"
COMMENT,,Local:12:I,"D5822: SD1 BC System Ready",,"Local:12:I.DATA.4"
COMMENT,,Local:12:I,"D5824: SD1 Brake Chopper Fault",,"Local:12:I.DATA.5"
COMMENT,,Local:12:I,"D5828: SD1 Brake Resistor Over Temp",,"Local:12:I.DATA.6"
COMMENT,,Local:12:I,"D6004: SD2 Contactor Position",,"Local:12:I.DATA.7"
COMMENT,,Local:12:I,"D6007: SD2 Over Speed/Overcurrent fault",,"Local:12:I.DATA.8"
COMMENT,,Local:12:I,"D6009: SD2 Power Converter Proof of Torque",,"Local:12:I.DATA.9"
COMMENT,,Local:12:I,"D6011: SD2 Power Converter Fault",,"Local:12:I.DATA.10"
COMMENT,,Local:12:I,"D6122: SD2 BC System Ready",,"Local:12:I.DATA.11"
COMMENT,,Local:12:I,"D6124: SD2 Brake Chopper Fault",,"Local:12:I.DATA.12"
COMMENT,,Local:12:I,"D6128: SD2 Brake Resistor Over Temp",,"Local:12:I.DATA.13"
COMMENT,,Local:12:I,"D6315: TD1 Contactor Position",,"Local:12:I.DATA.14"
COMMENT,,Local:12:I,"D6415: TD2 Contactor Position",,"Local:12:I.DATA.15"
COMMENT,,Local:12:I,"D4506: Transfer Switch Selected",,"Local:12:I.DATA.16"
COMMENT,,Local:12:I,"D1324: PLC System Test",,"Local:12:I.DATA.17"
COMMENT,,Local:12:I,"D0322: PD2 Emergency Stop Button",,"Local:12:I.DATA.18"
COMMENT,,Local:12:I,"D2416: Drive Remote Normal Stop",,"Local:12:I.DATA.19"
COMMENT,,Local:12:I,"D2417: Drive Remote Slow",,"Local:12:I.DATA.20"
COMMENT,,Local:12:I,"D2419: Drive Remote Fast",,"Local:12:I.DATA.21"
COMMENT,,Local:12:I,"D2420: Spare",,"Local:12:I.DATA.22"
COMMENT,,Local:12:I,"D2422: Spare",,"Local:12:I.DATA.23"
COMMENT,,Local:12:I,"D4824: Uphill Elevator Enable",,"Local:12:I.DATA.24"
COMMENT,,Local:12:I,"D4829: Downhill Elevator Enable",,"Local:12:I.DATA.25"
COMMENT,,Local:12:I,"D6317: TD1 Proof of Torque",,"Local:12:I.DATA.26"
COMMENT,,Local:12:I,"D6418: TD2 Proof of Torque",,"Local:12:I.DATA.27"
COMMENT,,Local:12:I,"D3029: Drive Safety Gate",,"Local:12:I.DATA.28"
COMMENT,,Local:12:I,"D2507: Drive Seat Heat Current Detected",,"Local:12:I.DATA.29"
COMMENT,,Local:12:I,"D2509: Downhill Finger2",,"Local:12:I.DATA.30"
COMMENT,,Local:12:I,"D2510: Remote Control Bypass",,"Local:12:I.DATA.31"
TAG,,Local:2:C,"","AB:1756_OF4_Float:C:0","","(ExternalAccess := Read/Write)"
TAG,,Local:2:I,"","AB:1756_OF4_Float:I:0","","(ExternalAccess := Read/Write)"
TAG,,Local:2:O,"","AB:1756_OF4_Float:O:0","","(ExternalAccess := Read/Write)"
COMMENT,,Local:2:O,"D5122: PD1 Speed Reference",,"Local:2:O.CH0DATA"
COMMENT,,Local:2:O,"D5422: PD2 Speed Reference",,"Local:2:O.CH1DATA"
COMMENT,,Local:2:O,": Spare",,"Local:2:O.CH2DATA"
COMMENT,,Local:2:O,": Spare",,"Local:2:O.CH3DATA"
TAG,,Local:3:C,"","AB:1756_OF4_Float:C:0","","(ExternalAccess := Read/Write)"
TAG,,Local:3:I,"","AB:1756_OF4_Float:I:0","","(ExternalAccess := Read/Write)"
TAG,,Local:3:O,"","AB:1756_OF4_Float:O:0","","(ExternalAccess := Read/Write)"
COMMENT,,Local:3:O,"D5722: SD1 Speed Reference",,"Local:3:O.CH0DATA"
COMMENT,,Local:3:O,"D6022: SD2 Speed Reference",,"Local:3:O.CH1DATA"
COMMENT,,Local:3:O,"D6333: TD1 Speed Reference",,"Local:3:O.CH2DATA"
COMMENT,,Local:3:O,"D6433: TD2 Speed Reference",,"Local:3:O.CH3DATA"
TAG,,Local:4:C,"","AB:1756_IF8_Float:C:0","","(ExternalAccess := Read/Write)"
TAG,,Local:4:I,"","AB:1756_IF8_Float:I:0","","(ExternalAccess := Read/Write)"
COMMENT,,Local:4:I,"D1720: Lift Speed 1",,"Local:4:I.CH0DATA"
COMMENT,,Local:4:I,"Seat Heat Center Contour Current",,"Local:4:I.CH1DATA"
COMMENT,,Local:4:I,": Spare",,"Local:4:I.CH2DATA"
COMMENT,,Local:4:I,": Spare",,"Local:4:I.CH3DATA"
COMMENT,,Local:4:I,"D5114: PD1 Motor Speed",,"Local:4:I.CH4DATA"
COMMENT,,Local:4:I,"D5117: PD1 Motor Current",,"Local:4:I.CH5DATA"
COMMENT,,Local:4:I,"D5414: PD2 Motor Speed",,"Local:4:I.CH6DATA"
COMMENT,,Local:4:I,"D5417: PD2 Motor Current",,"Local:4:I.CH7DATA"
TAG,,Local:5:C,"","AB:1756_IF8_Float:C:0","","(ExternalAccess := Read/Write)"
TAG,,Local:5:I,"","AB:1756_IF8_Float:I:0","","(ExternalAccess := Read/Write)"
COMMENT,,Local:5:I,"D1722: Lift Speed 2",,"Local:5:I.CH0DATA"
COMMENT,,Local:5:I,"D1708: Lift Speed Setpoint",,"Local:5:I.CH1DATA"
COMMENT,,Local:5:I,": Spare",,"Local:5:I.CH2DATA"
COMMENT,,Local:5:I,": Spare",,"Local:5:I.CH3DATA"
COMMENT,,Local:5:I,"D5714: SD1 Motor Speed",,"Local:5:I.CH4DATA"
COMMENT,,Local:5:I,"D5717: SD1 Motor Current",,"Local:5:I.CH5DATA"
COMMENT,,Local:5:I,"D6014: SD2 Motor Speed",,"Local:5:I.CH6DATA"
COMMENT,,Local:5:I,"D6017: SD2 Motor Current",,"Local:5:I.CH7DATA"
TAG,,Local:6:C,"","AB:1756_DO:C:0","","(ExternalAccess := Read/Write)"
TAG,,Local:6:I,"","AB:1756_DO:I:0","","(ExternalAccess := Read/Write)"
TAG,,Local:6:O,"","AB:1756_DO:O:0","","(ExternalAccess := Read/Write)"
COMMENT,,Local:6:O,"D0133: PLC Control Power ON",,"Local:6:O.DATA.0"
COMMENT,,Local:6:O,"D0601: MER Relay Output",,"Local:6:O.DATA.1"
COMMENT,,Local:6:O,"D0802: PLC Rly1: Power Fault",,"Local:6:O.DATA.2"
COMMENT,,Local:6:O,"D0820: PLC Rly1: E-Brk2 Solenoid",,"Local:6:O.DATA.3"
COMMENT,,Local:6:O,"D2501: Uphill Chain Brake",,"Local:6:O.DATA.4"
COMMENT,,Local:6:O,"D2503: Downhill Chain Brake",,"Local:6:O.DATA.5"
COMMENT,,Local:6:O,": Spare",,"Local:6:O.DATA.6"
COMMENT,,Local:6:O,": Spare",,"Local:6:O.DATA.7"
COMMENT,,Local:6:O,": Spare",,"Local:6:O.DATA.8"
COMMENT,,Local:6:O,": Spare",,"Local:6:O.DATA.9"
COMMENT,,Local:6:O,": Spare",,"Local:6:O.DATA.10"
COMMENT,,Local:6:O,": Spare",,"Local:6:O.DATA.11"
COMMENT,,Local:6:O,": Spare",,"Local:6:O.DATA.12"
COMMENT,,Local:6:O,": Spare",,"Local:6:O.DATA.13"
COMMENT,,Local:6:O,": Spare",,"Local:6:O.DATA.14"
COMMENT,,Local:6:O,": Spare",,"Local:6:O.DATA.15"
TAG,,Local:7:C,"","AB:1756_DO:C:0","","(ExternalAccess := Read/Write)"
TAG,,Local:7:I,"","AB:1756_DO:I:0","","(ExternalAccess := Read/Write)"
TAG,,Local:7:O,"","AB:1756_DO:O:0","","(ExternalAccess := Read/Write)"
COMMENT,,Local:7:O,"D0301: DOE CH1 Test",,"Local:7:O.DATA.0"
COMMENT,,Local:7:O,"D0330: DOE CH2 Test",,"Local:7:O.DATA.1"
COMMENT,,Local:7:O,"D0513: Cable Tach 1 Rollback Test",,"Local:7:O.DATA.2"
COMMENT,,Local:7:O,"D0515: Cable Tach 1 Loss Test",,"Local:7:O.DATA.3"
COMMENT,,Local:7:O,"D0517: Cable Tach 2 Rollback Test",,"Local:7:O.DATA.4"
COMMENT,,Local:7:O,"D0519: Cable Tach 2 Loss Test",,"Local:7:O.DATA.5"
COMMENT,,Local:7:O,"D0601: MER Digital Output",,"Local:7:O.DATA.6"
COMMENT,,Local:7:O,"D0701: PLC Drive Station Reset",,"Local:7:O.DATA.7"
COMMENT,,Local:7:O,"D0704: Safeties OK Lamp (Output)",,"Local:7:O.DATA.8"
COMMENT,,Local:7:O,"D0802: P1 Power Fault Digital Output",,"Local:7:O.DATA.9"
COMMENT,,Local:7:O,"D0817: Emergency 1 Brake Solenoid",,"Local:7:O.DATA.10"
COMMENT,,Local:7:O,"D0820: Emergency 2 Brake Solenoid",,"Local:7:O.DATA.11"
COMMENT,,Local:7:O,"D0827: Rollback Brake Solenoid",,"Local:7:O.DATA.12"
COMMENT,,Local:7:O,"D0832: Service Brake 1 Solenoid",,"Local:7:O.DATA.13"
COMMENT,,Local:7:O,"D0835: Service Brake 2 Solenoid",,"Local:7:O.DATA.14"
COMMENT,,Local:7:O,"D2504: Spare",,"Local:7:O.DATA.15"
COMMENT,,Local:7:O,"D2506: Spare",,"Local:7:O.DATA.16"
COMMENT,,Local:7:O,"D4609: Downhill Injector Slow",,"Local:7:O.DATA.17"
COMMENT,,Local:7:O,"D4610: Downhill Injector Direction",,"Local:7:O.DATA.18"
COMMENT,,Local:7:O,"D4627: Uphill Injector Slow",,"Local:7:O.DATA.19"
COMMENT,,Local:7:O,"D4628: Uphill Injector Direction",,"Local:7:O.DATA.20"
COMMENT,,Local:7:O,"D4711: Downhill Elevator Enable",,"Local:7:O.DATA.21"
COMMENT,,Local:7:O,"D4727: Uphill Elevator Enable",,"Local:7:O.DATA.22"
COMMENT,,Local:7:O,"D5114: PD Disable Regen",,"Local:7:O.DATA.23"
COMMENT,,Local:7:O,"D5119: PD Enable Contactor",,"Local:7:O.DATA.24"
COMMENT,,Local:7:O,"D5128: PD Run",,"Local:7:O.DATA.25"
COMMENT,,Local:7:O,"D5129: PD Direction",,"Local:7:O.DATA.26"
COMMENT,,Local:7:O,": PD1 Test Enable",,"Local:7:O.DATA.27"
COMMENT,,Local:7:O,"D5131: PD1 Test Select",,"Local:7:O.DATA.28"
COMMENT,,Local:7:O,"D5133: PD Ramp Select",,"Local:7:O.DATA.29"
COMMENT,,Local:7:O,"D5430: PD2 Test Enable",,"Local:7:O.DATA.30"
COMMENT,,Local:7:O,"D5431: PD2 Test Select",,"Local:7:O.DATA.31"
TAG,,Local:8:C,"","AB:1756_DO:C:0","","(ExternalAccess := Read/Write)"
TAG,,Local:8:I,"","AB:1756_DO:I:0","","(ExternalAccess := Read/Write)"
TAG,,Local:8:O,"","AB:1756_DO:O:0","","(ExternalAccess := Read/Write)"
COMMENT,,Local:8:O,"D1312: Drive Cabin Mark Lamp (Output)",,"Local:8:O.DATA.0"
COMMENT,,Local:8:O,"D1316: Drive Cabin Mark Alarm (Output)",,"Local:8:O.DATA.1"
COMMENT,,Local:8:O,"D1320: Drive H-Brake Applied Lamp (Output)",,"Local:8:O.DATA.2"
COMMENT,,Local:8:O,"D1534: Drive Operator Start Alarm",,"Local:8:O.DATA.3"
COMMENT,,Local:8:O,"D1733: Start Relay",,"Local:8:O.DATA.4"
COMMENT,,Local:8:O,"D1734: Fast Relay",,"Local:8:O.DATA.5"
COMMENT,,Local:8:O,"D1736: Lift Hour Meter",,"Local:8:O.DATA.6"
COMMENT,,Local:8:O,"D2504: Downhill Open Injector Brake (Spare)",,"Local:8:O.DATA.7"
COMMENT,,Local:8:O,"D3011: OFFLINE Gates Open",,"Local:8:O.DATA.8"
COMMENT,,Local:8:O,"D3013: OFFLINE Gates Closed",,"Local:8:O.DATA.9"
COMMENT,,Local:8:O,"D3015: ONLINE Gates Open",,"Local:8:O.DATA.10"
COMMENT,,Local:8:O,"D3017: ONLINE Gates Closed",,"Local:8:O.DATA.11"
COMMENT,,Local:8:O,"D4607: Downhill Injector Run",,"Local:8:O.DATA.12"
COMMENT,,Local:8:O,"D4625: Downhill Injector Run",,"Local:8:O.DATA.13"
COMMENT,,Local:8:O,"D4802: Online Injector Run",,"Local:8:O.DATA.14"
COMMENT,,Local:8:O,"D4331: Main Closed Output",,"Local:8:O.DATA.15"
COMMENT,,Local:8:O,"D4333: Main Open Output",,"Local:8:O.DATA.16"
COMMENT,,Local:8:O,"D4334: Genset Closed Output",,"Local:8:O.DATA.17"
COMMENT,,Local:8:O,"D4336: Genset Open Output",,"Local:8:O.DATA.18"
COMMENT,,Local:8:O,"D3024: Drive Departure Safety Gate",,"Local:8:O.DATA.19"
COMMENT,,Local:8:O,"D2506: Spare",,"Local:8:O.DATA.20"
COMMENT,,Local:8:O,"D5714: SD Disable Regen",,"Local:8:O.DATA.21"
COMMENT,,Local:8:O,"D5719: SD1 Enable Contactor",,"Local:8:O.DATA.22"
COMMENT,,Local:8:O,"D5728: SD Run",,"Local:8:O.DATA.23"
COMMENT,,Local:8:O,"D5729: SD Direction",,"Local:8:O.DATA.24"
COMMENT,,Local:8:O,"D5730: SD1 Test Enable",,"Local:8:O.DATA.25"
COMMENT,,Local:8:O,"D5731: SD1 Test Select",,"Local:8:O.DATA.26"
COMMENT,,Local:8:O,"D5733: SD Ramp Select",,"Local:8:O.DATA.27"
COMMENT,,Local:8:O,"D6019: SD2 Enable Contactor",,"Local:8:O.DATA.28"
COMMENT,,Local:8:O,"D6030: SD2 Test Enable",,"Local:8:O.DATA.29"
COMMENT,,Local:8:O,"D6031: SD2 Test Select",,"Local:8:O.DATA.30"
COMMENT,,Local:8:O,"D6320: TD Direction",,"Local:8:O.DATA.31"
TAG,,Local:9:C,"","AB:1756_DI:C:0","","(ExternalAccess := Read/Write)"
TAG,,Local:9:I,"","AB:1756_DI:I:0","","(ExternalAccess := Read/Write)"
COMMENT,,Local:9:I,"D0129: Control Power On Input",,"Local:9:I.DATA.0"
COMMENT,,Local:9:I,"D0201: Drive Control Power OK",,"Local:9:I.DATA.1"
COMMENT,,Local:9:I,"D0202: AUX Unswitched Power OK",,"Local:9:I.DATA.2"
COMMENT,,Local:9:I,"D0310: DAP Emergency Stop Button",,"Local:9:I.DATA.3"
COMMENT,,Local:9:I,"D0313: Drive Desk Emergency Stop Button",,"Local:9:I.DATA.4"
COMMENT,,Local:9:I,"D0319: DDP Emergency Stop Button",,"Local:9:I.DATA.5"
COMMENT,,Local:9:I,"D0326: DOE Chain State CH1",,"Local:9:I.DATA.6"
COMMENT,,Local:9:I,"D0328: Drive Control Cabinet Emergency Stop",,"Local:9:I.DATA.7"
COMMENT,,Local:9:I,"D0428: DME Chain State CH1",,"Local:9:I.DATA.8"
COMMENT,,Local:9:I,"D0505: Cable Tach Rollback 1 State",,"Local:9:I.DATA.9"
COMMENT,,Local:9:I,"D0511: Cable Tach Rollback 2 State",,"Local:9:I.DATA.10"
COMMENT,,Local:9:I,"D0609: MER1 Relay State",,"Local:9:I.DATA.11"
COMMENT,,Local:9:I,"D0613: MER2 Relay State",,"Local:9:I.DATA.12"
COMMENT,,Local:9:I,"D0617: MER3 Relay State",,"Local:9:I.DATA.13"
COMMENT,,Local:9:I,"D0621: MER4 Relay State",,"Local:9:I.DATA.14"
COMMENT,,Local:9:I,"D0622: MER Chain State",,"Local:9:I.DATA.15"
COMMENT,,Local:9:I,"D0626: P1 Bypassed",,"Local:9:I.DATA.16"
COMMENT,,Local:9:I,"D0634: CRB1 Bypassed",,"Local:9:I.DATA.17"
COMMENT,,Local:9:I,"D0636: CRB2 Bypassed",,"Local:9:I.DATA.18"
COMMENT,,Local:9:I,"D0724: Drive Reset Relay Active",,"Local:9:I.DATA.19"
COMMENT,,Local:9:I,"D0727: Mode Switch Primary",,"Local:9:I.DATA.20"
COMMENT,,Local:9:I,"D0728: Mode Switch Secondary",,"Local:9:I.DATA.21"
COMMENT,,Local:9:I,"D0729: Mode Switch Tertiary",,"Local:9:I.DATA.22"
COMMENT,,Local:9:I,"D0731: Tertiary Open Service Brake",,"Local:9:I.DATA.23"
COMMENT,,Local:9:I,"D0732: Secondary 1 Selected",,"Local:9:I.DATA.24"
COMMENT,,Local:9:I,"D0733: Secondary 2 Selected",,"Local:9:I.DATA.25"
COMMENT,,Local:9:I,"D0736: Reverse Mode Selected",,"Local:9:I.DATA.26"
COMMENT,,Local:9:I,"D300: Power Fault Relay Check",,"Local:9:I.DATA.27"
COMMENT,,Local:9:I,"D1303: Drive Zone Bypass Switch",,"Local:9:I.DATA.28"
COMMENT,,Local:9:I,"D1306: Safeties Bypass Switch",,"Local:9:I.DATA.29"
COMMENT,,Local:9:I,"D1308: Drive Cabin Door Opener UP",,"Local:9:I.DATA.30"
COMMENT,,Local:9:I,"D1309: Drive Cabin Door Opener Down",,"Local:9:I.DATA.31"
TAG,,RETA_PD2:C,"","AB:ETHERNET_MODULE:C:0","","(ExternalAccess := Read/Write)"
TAG,,RETA_PD2:I,"","AB:ETHERNET_MODULE_INT_24Bytes:I:0","","(ExternalAccess := Read/Write)"
TAG,,RETA_PD2:O,"","AB:ETHERNET_MODULE_INT_24Bytes:O:0","","(ExternalAccess := Read/Write)"
TAG,,RETA_PD1:C,"","AB:ETHERNET_MODULE:C:0","","(ExternalAccess := Read/Write)"
COMMENT,,RETA_PD1:C,"Aux Engine #1 E-Stop Button",,"RETA_PD1:C.SLOT[2].DATA.0"
COMMENT,,RETA_PD1:C,"Aux Engine #2 E-Stop Button",,"RETA_PD1:C.SLOT[2].DATA.1"
COMMENT,,RETA_PD1:C,"Drive Machine Room E-Stop Button",,"RETA_PD1:C.SLOT[2].DATA.2"
COMMENT,,RETA_PD1:C,"Drive Arrival Lanyard",,"RETA_PD1:C.SLOT[2].DATA.3"
COMMENT,,RETA_PD1:C,"Drive Departure Lanyard",,"RETA_PD1:C.SLOT[2].DATA.4"
COMMENT,,RETA_PD1:C,"Emergency Brake Lockout Valve Position",,"RETA_PD1:C.SLOT[2].DATA.5"
COMMENT,,RETA_PD1:C,"Rollback Brake Lockout Valve Position",,"RETA_PD1:C.SLOT[2].DATA.6"
COMMENT,,RETA_PD1:C,"Service Brake Pressure",,"RETA_PD1:C.SLOT[2].DATA.7"
COMMENT,,RETA_PD1:C,"Gearbox Oil Pump Motor Thermal",,"RETA_PD1:C.SLOT[2].DATA.8"
COMMENT,,RETA_PD1:C,"Service Brake Open",,"RETA_PD1:C.SLOT[2].DATA.9"
